1	49
1	49
1	49
1	49
1	49
1	49
1	52
1	52
2	52
2	52
2	52
2	52
3	52
3	52
3	52
4	52
4	52
4	52
5	52
6	52
6	52
7	52
8	52
8	52
9	52
10	52
11	52
12	49
14	49
15	49
17	49
18	49
20	49
22	49
25	49
27	49
30	49
33	49
36	49
40	49
44	49
48	50
53	56
59	59
64	59
71	62
78	68
86	70
95	97
104	74
115	76
126	77
139	79
153	80
168	82
185	81
203	83
224	84
246	85
271	88
298	89
328	95
361	96
397	98
437	103
480	104
528	107
581	117
640	111
704	111
774	113
851	113
937	115
1030	116
1133	117
1247	118
1371	127
1509	140
1660	152
1826	162
2008	173
2209	222
2430	221
2673	196
2940	253
3235	250
3558	217
3914	226
4305	250
4736	275
5210	281
5731	292
6304	323
6934	355
7628	384
8390	430
9229	515
10152	585
11168	659
12285	840
13513	825
14864	889
16351	945
17986	1023
19785	1066
21763	1134
23940	1185
26334	1237
28967	1283
31864	1325
